,lat,long,air,rhum,acpcp,pres,uwnd,vwnd
20048,25.64754,-112.5334,294.21884,92.39821,0.0005054176,101864.46,4.4362144,-1.6535757
20049,25.6669,-112.2355,294.83603,92.24196,0.0005054176,101726.96,3.8766441,-1.4465444
20050,25.6852,-111.9374,299.17197,63.140396,0.0005054176,100664.46,3.5426598,-0.9729116
20051,25.70243,-111.6392,299.4454,60.132584,0.0005054176,97689.46,3.6823082,-0.42701316
20052,25.71858,-111.3408,299.35165,50.382584,0.0005054176,95939.46,4.2399254,-1.0451772
20053,25.73367,-111.0423,301.8751,72.984146,0.0005054176,100551.96,4.236019,-1.0539663
20054,25.74768,-110.7436,301.79697,74.87477,0.0005054176,101614.46,1.1159018,0.80736184
20055,25.76063,-110.4449,301.79697,74.87477,0.0005054176,101614.46,1.211605,0.93236184
20056,25.77249,-110.146,301.67978,76.64821,0.0005054176,101614.46,1.2135581,0.92943215
20057,25.78328,-109.8471,301.54697,79.39821,0.0005054176,101601.96,1.6637534,1.0612681
20058,25.793,-109.548,301.55478,79.296646,0.055192918,101614.46,2.1862144,0.13548684
20059,25.80164,-109.2489,303.14072,65.765396,0.07081792,101051.96,3.109066,-0.78150535
20060,25.8092,-108.9496,303.14072,56.890396,0.20363042,100064.46,3.091488,-0.82056785
20061,25.81569,-108.6504,303.80478,58.382584,0.76613045,99851.96,2.7594566,-0.71900535
20062,25.82109,-108.351,304.1251,57.74196,2.008318,99626.96,2.6930504,-0.10670066
20063,25.82542,-108.0517,303.60947,54.43727,3.2192554,98726.96,2.997738,0.0016977787
20064,25.82867,-107.7523,303.61728,55.726334,5.9067554,94289.46,1.9157065,-0.5529897
20065,25.83084,-107.4528,297.6329,68.75758,8.875505,88776.96,1.2213706,-0.025645971
20066,25.83194,-107.1534,295.11728,69.327896,8.375505,85926.96,1.4938315,-0.6154897
20067,25.83195,-106.8539,289.76572,62.327896,4.508318,78714.46,-0.21710598,-0.11451316
20068,25.83088,-106.5545,289.76572,62.327896,2.2192554,76339.46,-1.5081216,-0.09498191
20069,25.82874,-106.2551,291.0001,53.507584,1.820818,76514.46,-1.507145,-0.0900991
20070,25.82552,-105.9557,291.45322,46.913834,1.086443,77414.46,-1.9182779,-0.018810034
20071,25.82121,-105.6563,293.5704,42.015396,0.59425545,79964.46,-2.3176918,-0.20045066
20072,25.81583,-105.357,296.36728,37.577892,0.79738045,82251.96,-2.547184,-0.14381003
20073,25.80937,-105.0577,295.92197,39.52321,1.383318,82276.96,-2.4563637,-0.05201316
20074,25.80184,-104.7585,295.8204,39.65602,1.398943,82276.96,-2.5012856,-0.085216284
20075,25.79322,-104.4593,295.60165,41.546646,0.91456795,82576.96,-2.7874184,-0.11548972
20076,25.78354,-104.1603,296.86728,41.163834,0.20363042,83476.96,-3.2180824,-0.88795066
20077,25.77277,-103.8613,300.67197,35.859142,0.08644292,85714.46,-2.8225746,-0.43970847
20078,25.76093,-103.5624,300.67197,35.859142,0.06300542,88589.46,-1.7229654,-0.64869285
20079,25.74801,-103.2636,300.17197,38.10133,0.07081792,88601.96,-2.2581215,-1.7277944
20080,25.73403,-102.965,300.10947,39.49977,0.11769292,88589.46,-2.132145,-1.4270132
20081,25.71897,-102.6665,300.10947,39.49977,0.031755418,88226.96,-2.408512,-1.8371694
20082,25.70284,-102.3681,298.72665,43.827896,0.008317918,87339.46,-2.413395,-1.83131
20083,25.68563,-102.0699,298.54697,44.93727,0.0005054176,87139.46,-2.5764809,-1.228771
20084,25.66736,-101.7718,298.78915,43.99196,0.031755418,86251.96,-2.687809,-1.3293569
20085,25.64802,-101.4739,296.58603,51.796646,0.26613042,85839.46,-3.77277,-2.8615835
20086,25.62762,-101.1762,298.33603,52.327896,1.742693,86639.46,-3.944645,-1.431896
20087,25.60615,-100.8787,294.14072,58.038834,4.5786304,84501.96,-4.089176,-0.86744285
20088,25.58361,-100.5813,286.53134,65.734146,2.9223804,82326.96,-2.7473793,1.7048228
20089,25.56002,-100.2842,299.7501,56.484146,1.039568,90576.96,-2.4661293,0.2302134
20090,25.53536,-99.98722,303.96884,51.382584,0.53956795,95814.46,-2.2825356,-0.07838035
20091,25.50965,-99.69051,303.96884,51.382584,0.25831792,98739.46,-2.0100746,0.23704934
20092,25.48288,-99.39403,303.6329,55.515396,0.15675542,99439.46,-2.009098,0.24193215
20093,25.45505,-99.09779,303.03134,57.913834,0.055192918,99514.46,-2.221012,0.3161509
20094,25.42617,-98.80179,303.03134,57.913834,0.039567918,99526.96,-2.0657387,0.80931497
20095,25.39624,-98.50606,302.14072,62.42946,0.14894292,99564.46,-2.078434,0.68431497
20096,25.36526,-98.21059,302.53915,66.97633,0.46925542,100764.46,-1.6282388,0.33763528
20097,25.33323,-97.91539,302.1876,72.27321,0.56300545,101551.96,-1.6565591,0.20579934
20098,25.30015,-97.62048,301.40634,82.57008,0.008317918,101676.96,-1.2815591,-1.1154897
20377,25.3038,-118.4876,292.58603,91.07008,0.0005054176,102114.46,-1.4143716,-3.7229116
20378,25.34438,-118.1938,292.5626,90.43727,0.0005054176,102089.46,-1.2034341,-3.4084585
20379,25.38392,-117.8997,292.65634,90.21852,0.0005054176,102089.46,-1.0335122,-3.4758413
20380,25.42243,-117.6052,292.80478,90.702896,0.0005054176,102089.46,-0.61359036,-3.3371694
20381,25.4599,-117.3104,292.73447,90.18727,0.0005054176,102089.46,-0.19269192,-3.2629507
20382,25.49632,-117.0153,292.76572,90.38258,0.0005054176,102089.46,-0.20148098,-3.261974
20383,25.53171,-116.7198,292.76572,90.38258,0.0005054176,102064.46,0.2155112,-3.230724
20384,25.56605,-116.4241,292.6876,90.671646,0.0005054176,102051.96,0.7291831,-3.2111928
20385,25.59933,-116.128,292.60165,91.71852,0.0005054176,102026.96,0.72234714,-3.213146
20386,25.63157,-115.8317,292.60165,91.71852,0.0005054176,102026.96,1.4869956,-3.2453725
20387,25.66275,-115.535,292.4454,92.17946,0.0005054176,102026.96,2.9332848,-3.5490835
20388,25.69288,-115.2382,292.2579,92.84352,0.0005054176,102001.96,2.3229332,-3.3361928
20389,25.72195,-114.941,292.10947,92.78883,0.0005054176,101989.46,3.1344566,-3.3527944
20390,25.74997,-114.6436,292.28134,92.74977,0.0005054176,101976.96,4.490902,-3.3303335
20391,25.77692,-114.346,292.24228,92.734146,0.0005054176,101951.96,3.8805504,-3.277599
20392,25.8028,-114.0481,292.55478,92.546646,0.0005054176,101926.96,4.579769,-3.0715444
20393,25.82763,-113.75,292.83603,92.69508,0.0005054176,101901.96,5.225277,-2.058849
20394,25.85139,-113.4517,292.97665,92.74196,0.0005054176,101901.96,5.067074,-2.5910757
20395,25.87407,-113.1531,293.78134,91.86696,0.0005054176,101889.46,4.638363,-1.7805288
20396,25.89569,-112.8544,294.03134,91.921646,0.0005054176,101876.96,4.28973,-1.5061147
20397,25.91624,-112.5555,294.60165,92.35133,0.0005054176,101839.46,3.5299644,0.06126809
20398,25.93572,-112.2564,299.28134,62.726334,0.0005054176,101264.46,3.5299644,0.05345559
20399,25.95412,-111.9572,299.28134,62.726334,0.0005054176,98951.96,3.100277,0.12767434
20400,25.97145,-111.6578,300.01572,49.288834,0.0005054176,96201.96,1.0778159,-0.75513816
20401,25.9877,-111.3582,303.72665,43.163834,0.0005054176,97714.46,1.0768393,-0.75806785
20402,26.00287,-111.0585,303.72665,43.163834,0.0005054176,100801.96,1.1666831,0.56517434
20403,26.01696,-110.7587,301.77353,76.57008,0.0005054176,101614.46,0.43914402,0.86400247
20404,26.02998,-110.4587,301.6876,77.63258,0.0005054176,101614.46,1.2780112,1.215565
20405,26.04191,-110.1587,301.5626,80.202896,0.0005054176,101614.46,1.4899253,1.0934947
20406,26.05277,-109.8585,301.54697,79.39821,0.016130418,101614.46,1.2409018,1.278065
20407,26.06254,-109.5582,301.42978,82.31227,0.07081792,101614.46,1.5700034,0.8991587
20408,26.07123,-109.2579,302.85947,65.25758,0.10206792,100764.46,1.7721518,0.5192759
20409,26.07883,-108.9575,303.14072,56.890396,0.19581792,99639.46,2.638363,-0.13404441
20410,26.08536,-108.657,304.0704,54.234146,0.51613045,99351.96,2.8864098,-0.8430288
20411,26.09079,-108.3565,303.29697,52.226334,2.2036304,97989.46,2.8864098,-0.8508413
20412,26.09515,-108.0559,303.29697,52.226334,3.445818,94639.46,2.7389488,-1.11256
20413,26.09842,-107.7553,297.79697,66.91383,4.711443,89551.96,2.0817223,-0.9777944
20414,26.1006,-107.4547,295.17197,67.75758,6.727068,86539.46,2.0797691,-0.9836538
20415,26.1017,-107.154,295.17197,67.75758,5.273943,82551.96,0.9244956,-0.11158347
20416,26.10171,-106.8533,289.23447,64.359146,2.086443,77014.46,-0.3235513,-0.60181785
20417,26.10064,-106.5527,288.40634,56.56227,1.336443,75701.96,0.08074558,-0.4543569
20418,26.09848,-106.2521,289.61728,48.890396,0.56300545,74989.46,-2.1419106,0.27611184
20419,26.09524,-105.9515,291.45322,46.913834,0.97706795,77226.96,-2.4885902,0.2536509
20420,26.09091,-105.6509,295.17197,39.116955,0.87550545,81076.96,-2.002262,-0.13892722
20421,26.0855,-105.3503,296.29697,38.66383,1.914568,82251.96,-2.547184,-0.14381003
20422,26.07901,-105.0499,295.92197,39.52321,2.3598804,82276.96,-2.877262,-0.030528784
20423,26.07143,-104.7495,295.36728,43.171646,3.102068,82401.96,-2.6858559,-0.5510366
20424,26.06276,-104.4491,298.14853,39.35133,1.5317554,84676.96,-2.6868324,-0.5451772
20425,26.05302,-104.1489,298.14853,39.35133,0.47706792,86426.96,-1.8694497,-0.5178335
20426,26.04219,-103.8487,300.74228,35.999767,0.07863042,88614.46,-1.6760904,-0.6233022
20427,26.03028,-103.5486,300.53134,37.179455,0.047380418,88614.46,-1.6770669,-0.6184194
20428,26.01729,-103.2487,298.8751,41.851334,0.039567918,88101.96,-2.3801918,-1.8488882
20429,26.00323,-102.9488,300.08603,39.36696,0.047380418,88514.46,-3.0413246,-0.98951316
20430,25.98808,-102.6491,300.28915,39.788834,0.0005054176,88626.96,-2.4592934,-1.9426382
20431,25.97186,-102.3496,299.8126,41.80446,0.0005054176,88339.46,-2.7464027,-1.1067007
20432,25.95456,-102.0501,298.54697,44.93727,0.0005054176,86926.96,-2.4485512,-1.9514272
20433,25.93618,-101.7509,296.70322,50.64821,0.06300542,85639.46,-4.7161293,-1.6154897
20434,25.91673,-101.4518,298.42978,52.038834,0.71925545,87714.46,-3.7737465,-2.8596303
20435,25.89621,-101.1529,298.33603,52.327896,2.430193,89701.96,-3.2825356,-2.4465444
20436,25.87461,-100.8542,299.83603,51.74977,4.7348804,89801.96,-3.4270668,-1.5393178
20437,25.85195,-100.5556,300.04697,55.101334,3.695818,90751.96,-3.4299965,-1.5324819
20438,25.82822,-100.2573,300.04697,55.101334,2.1411304,93426.96,-3.2962074,1.943104
20439,25.80342,-99.9592,301.10165,55.945084,0.46144292,95239.46,-1.9544107,0.41966653
20440,25.77756,-99.66132,303.91415,54.28102,0.13331792,97914.46,-1.9544107,0.42357278
20441,25.75064,-99.36366,303.51572,55.39821,0.06300542,99514.46,-1.9280435,0.27025247
20442,25.72265,-99.06626,303.14853,57.28102,0.08644292,99551.96,-2.0325356,0.7282603
20443,25.69361,-98.7691,302.96103,57.92946,0.047380418,99551.96,-2.0217934,0.46068215
20444,25.6635,-98.47221,302.52353,63.39821,0.008317918,100064.46,-2.078434,0.6862681
20445,25.63235,-98.17558,302.53915,66.97633,0.10206792,100964.46,-1.5911294,0.0036509037
20446,25.60013,-97.87923,302.60947,68.10133,0.11769292,101476.96,-1.9631997,-0.19849753
20447,25.56687,-97.58318,301.85947,75.59352,0.008317918,101664.46,-1.9641763,-0.1916616
20448,25.53256,-97.28741,301.1954,84.327896,0.016130418,101689.46,-1.3049966,-2.1486928
20449,25.4972,-96.99196,301.01572,85.58571,0.055192918,101701.96,-0.873356,-2.5617788
20450,25.4608,-96.69682,301.0079,85.09352,0.21925542,101701.96,-0.8782388,-2.558849
20451,25.42336,-96.40199,301.07822,81.984146,0.69581795,101701.96,-0.38702786,-2.5266225
20452,25.38488,-96.10751,301.21103,81.78883,0.99269295,101701.96,-0.76495755,-2.8274038
20453,25.34536,-95.81335,301.33603,79.78102,1.3286304,101701.96,0.047542453,-2.308849
20454,25.30481,-95.51955,301.34384,77.75758,1.9223804,101701.96,0.4371909,-1.9572866
20720,25.30295,-120.2949,291.91415,91.10133,0.0005054176,102176.96,-2.3381996,-4.8264275
20721,25.34993,-120.0023,292.10165,90.83571,0.0005054176,102164.46,-1.6360513,-4.4709587
20722,25.39589,-119.7093,291.98447,90.93727,0.0005054176,102151.96,-1.3743325,-4.179943
20723,25.44083,-119.4158,292.09384,90.85133,0.0005054176,102139.46,-1.9485513,-4.289318
20724,25.48474,-119.122,292.21884,90.796646,0.0005054176,102114.46,-1.1116372,-3.89381
20725,25.52762,-118.8278,292.21884,90.796646,0.0005054176,102114.46,-0.7893716,-3.6252553
20726,25.56946,-118.5333,292.3204,90.69508,0.0005054176,102126.96,-0.7971841,-3.621349
20727,25.61027,-118.2383,292.46103,90.33571,0.0005054176,102101.96,-0.4299966,-3.4377553
20728,25.65004,-117.9431,292.46103,90.33571,0.0005054176,102101.96,-0.03937161,-3.344982
20729,25.68876,-117.6474,292.55478,90.234146,0.0005054176,102089.46,-0.049137235,-3.3440053
20730,25.72645,-117.3515,292.4454,90.25758,0.0005054176,102089.46,0.34246433,-3.3029897
20731,25.76308,-117.0552,292.59384,90.30446,0.0005054176,102076.96,0.7623862,-3.291271
20732,25.79866,-116.7586,292.6251,90.30446,0.0005054176,102076.96,0.814144,-3.3332632
20733,25.8332,-116.4617,292.4376,90.46852,0.0005054176,102039.46,1.3414878,-3.3459585
20734,25.86667,-116.1645,292.5079,90.57008,0.0005054176,102026.96,1.2487143,-3.3801382
20735,25.8991,-115.867,292.39853,91.296646,0.0005054176,102026.96,1.8883628,-3.5402944
20736,25.93046,-115.5692,292.1876,91.452896,0.0005054176,102026.96,2.935238,-3.548107
20737,25.96076,-115.2711,292.21884,92.36696,0.0005054176,101989.46,2.6608238,-3.7346303
20738,25.99,-114.9728,292.0626,92.34352,0.0005054176,101989.46,3.4860191,-3.7570913
20739,26.01817,-114.6742,292.0704,92.65602,0.0005054176,101976.96,4.492855,-3.3283803
20740,26.04527,-114.3754,292.28915,92.82008,0.0005054176,101951.96,4.2838707,-3.6291616
20741,26.07131,-114.0764,292.28915,92.82008,0.0005054176,101926.96,5.0319176,-3.3567007
20742,26.09627,-113.7771,292.76572,92.58571,0.0005054176,101889.46,5.0250816,-3.3674428
20743,26.12017,-113.4776,293.45322,92.390396,0.0005054176,101876.96,5.473324,-2.433849
20744,26.14299,-113.1779,293.45322,92.390396,0.0005054176,101864.46,4.6676598,-1.6174428
20745,26.16473,-112.878,294.29697,91.99196,0.0005054176,101851.96,4.662777,-1.6291616
20746,26.18539,-112.5779,299.15634,59.02321,0.0005054176,101126.96,4.4186363,-2.135021
20747,26.20498,-112.2776,299.3829,61.24196,0.0005054176,99064.46,3.5348473,0.046619654
20748,26.22349,-111.9771,299.9376,49.02321,0.0005054176,95864.46,2.6598473,-0.7365835
20749,26.24092,-111.6765,299.64072,47.140396,0.0005054176,95076.96,3.0563316,0.17161965
20750,26.25726,-111.3758,301.2579,45.52321,0.0005054176,98301.96,0.5455893,0.41966653
20751,26.27252,-111.0749,301.71884,80.702896,0.0005054176,101614.46,0.5494956,1.0270884
20752,26.28669,-110.7738,301.67197,80.90602,0.0005054176,101614.46,0.43914402,0.86400247
20753,26.29978,-110.4727,301.6876,78.93727,0.0005054176,101614.46,0.96941745,1.3141978
20754,26.31179,-110.1714,301.5626,81.30446,0.0005054176,101614.46,1.1344565,1.2487681
20755,26.3227,-109.87,301.4376,82.74196,0.016130418,101601.96,1.2409018,1.278065
20756,26.33253,-109.5685,301.34384,85.50758,0.41456792,101589.46,1.3707846,1.1735728
20757,26.34127,-109.267,301.34384,85.50758,0.72706795,100739.46,3.0875816,-0.6887319
20758,26.34892,-108.9654,303.82822,56.538834,0.87550545,99439.46,3.0856285,-0.69556785
20759,26.35548,-108.6637,303.96103,53.109146,1.7036304,98739.46,2.8151207,-0.66138816
20760,26.36095,-108.3619,303.96103,53.109146,2.4223804,96551.96,2.015316,-1.4133413
20761,26.36533,-108.0602,297.8126,66.37477,4.289568,90676.96,2.2418785,-1.1408803
20762,26.36861,-107.7583,292.59384,70.71071,5.820818,85464.46,1.1188315,-0.18189597
20763,26.37081,-107.4565,295.04697,68.30446,5.5317554,83551.96,0.7262534,-0.27271628
20764,26.37192,-107.1546,291.84384,67.827896,4.1255054,80226.96,0.7965659,-0.35377097
20765,26.37193,-106.8528,290.5626,56.827896,2.070818,77401.96,-0.3235513,-0.60181785
20766,26.37085,-106.5509,290.6329,55.359146,1.289568,76826.96,-0.53546536,-0.6701772
20767,26.36868,-106.249,291.3126,49.14821,0.55519295,76089.46,-1.5462075,-0.49048972
20768,26.36542,-105.9472,291.23447,46.945084,0.15675542,76926.96,-2.4885902,0.2536509
20769,26.36107,-105.6454,296.51572,38.843517,1.867693,80801.96,-2.7083168,0.93431497
20770,26.35563,-105.3437,296.51572,38.843517,2.898943,82264.46,-2.4456215,0.26829934
20771,26.34909,-105.042,295.78915,42.17946,3.6567554,82301.96,-2.444645,0.27513528
20772,26.34147,-104.7404,298.1251,39.765392,3.3286304,84414.46,-2.7688637,0.27415872
20773,26.33276,-104.4388,298.1251,39.765392,2.1255054,86189.46,-2.844059,-0.34888816
20774,26.32296,-104.1374,300.60165,36.749767,0.37550542,88314.46,-2.2854652,-0.9465444
20775,26.31207,-103.836,300.39853,38.366955,0.23488042,88626.96,-2.11652,-0.65162253
20776,26.30009,-103.5347,300.49228,37.796642,0.08644292,87989.46,-1.8606607,-0.48658347
20777,26.28703,-103.2335,298.8751,41.851334,0.047380418,87164.46,-3.2854652,-1.306896
20778,26.27288,-102.9325,298.58603,43.18727,0.008317918,87526.96,-3.0413246,-0.9865835
20779,26.25764,-102.6316,299.42978,42.327896,0.0005054176,88526.96,-2.5911293,-2.1770132
20780,26.24133,-102.3308,299.42978,42.327896,0.0005054176,88326.96,-4.6419106,-0.9397085
20781,26.22393,-102.0302,296.66415,49.859146,0.0005054176,85864.46,-2.4495277,-1.9504507
20782,26.20545,-101.7298,296.10165,54.101334,0.25050542,85351.96,-5.8401527,-2.0930288
20783,26.18589,-101.4295,296.10165,54.101334,0.86769295,87451.96,-3.7708168,-1.7346303
20784,26.16525,-101.1294,300.09384,50.49977,3.6880054,91064.46,-3.774723,-1.7258413
20785,26.14353,-100.8295,299.66415,52.984146,3.602068,91714.46,-4.698551,0.2956431
20786,26.12074,-100.5297,299.66415,52.984146,1.7973804,91964.46,-2.038395,0.9001353
20787,26.09687,-100.2302,300.6954,54.265396,2.273943,93551.96,-3.6311684,1.8932993
20788,26.07193,-99.93095,300.40634,54.74196,0.98488045,94264.46,-2.6643715,0.8112681
20789,26.04592,-99.63189,300.92978,55.890396,0.15675542,97139.46,-2.8108559,1.5700572
20790,26.01884,-99.33306,303.51572,55.39821,0.031755418,99664.46,-2.172184,1.4147837
20791,25.9907,-99.03448,303.92978,54.86696,0.016130418,100064.46,-2.0325356,0.7282603
20792,25.96148,-98.73615,303.30478,59.296646,0.023942918,100064.46,-2.1487465,0.58861184
20793,25.93121,-98.43809,303.30478,59.296646,0.016130418,100576.96,-2.0042152,0.73411965
20794,25.89988,-98.1403,302.61728,66.25758,0.07863042,101364.46,-1.5911294,0.004627466
20795,25.86748,-97.84279,302.3829,70.42946,0.11769292,101551.96,-1.6223794,-0.06763816
20796,25.83403,-97.54558,302.3829,70.42946,0.07081792,101701.96,-1.1848794,-1.9348257
20797,25.79952,-97.24866,301.7501,77.37477,0.0005054176,101701.96,-1.5217935,-2.7473257
20798,25.76396,-96.95205,300.76572,85.77321,0.047380418,101701.96,-1.4329263,-2.1692007
20799,25.72735,-96.65576,300.8204,86.28883,0.82081795,101701.96,-1.2512857,-2.7082632
20800,25.6897,-96.35979,301.07822,81.984146,1.523943,101701.96,-0.6458169,-2.9748647
20801,25.651,-96.06416,301.10165,78.99196,2.555193,101701.96,-0.7659341,-2.8264272
20802,25.61126,-95.76888,301.21884,79.35133,2.305193,101701.96,-0.22394192,-2.7541616
20803,25.57047,-95.47395,301.2579,77.077896,2.6098804,101701.96,0.18914402,-2.3830678
20804,25.52865,-95.17937,301.33603,76.21852,2.867693,101701.96,0.087581515,-2.3791616
20805,25.4858,-94.88517,301.42978,74.25758,3.789568,101701.96,0.5670737,-1.9826772
