,long,lat,prec,temp,pres,rh,uwnd,vwnd
19735,-101.7926,25.39901,0.0,296.77255,83090.41,39.753605,-2.1546805,1.9612226
19736,-101.4959,25.37978,0.0,296.77255,82277.91,39.753605,-1.6517508,1.45634
19737,-101.1993,25.35949,0.0,296.75693,82327.91,41.534855,-2.7259696,-0.31905067
19738,-100.903,25.33815,0.0,292.9835,80627.91,49.527042,-1.5189383,3.1135666
19739,-100.6068,25.31574,0.0,290.50693,77365.41,51.566105,-0.49745393,1.558879
19740,-100.3108,25.29228,0.0,288.0538,79640.41,56.847355,-0.56190705,1.8147384
19741,-100.015,25.26776,0.0,300.78036,92777.91,64.019226,-4.2435474,3.4602463
20035,-116.3867,25.29933,0.0,292.94443,101652.91,88.36298,4.3707104,-6.7262774
20036,-116.0918,25.33243,0.0,292.9288,101652.91,88.33173,4.5084057,-6.6920977
20037,-115.7966,25.36448,0.0,292.96005,101627.91,88.21455,4.4957104,-6.7008867
20038,-115.5012,25.39549,0.0,293.02255,101602.91,88.21455,4.760359,-6.713582
20039,-115.2054,25.42545,0.0,293.02255,101590.41,88.21455,5.1695385,-6.722371
20040,-114.9095,25.45436,0.0,293.00693,101577.91,89.05048,5.152937,-6.7331133
20041,-114.6132,25.48221,0.0,292.88974,101527.91,88.98798,5.7564526,-6.655965
20042,-114.3167,25.50901,0.0,293.03036,101515.41,89.12861,6.4175854,-6.3551836
20043,-114.02,25.53475,0.0,293.171,101515.41,89.60517,6.402937,-6.367879
20044,-113.7231,25.55943,0.0,293.21786,101502.91,89.9958,6.8570385,-5.655965
20045,-113.426,25.58305,0.0,293.38193,101415.41,90.5583,6.9419994,-5.937215
20046,-113.1286,25.60561,0.0,293.8038,101415.41,90.96455,7.0709057,-4.9040117
20047,-112.8311,25.62711,0.0,294.4288,101415.41,89.88642,5.859968,-3.6647537
20048,-112.5334,25.64754,0.0,294.4991,101365.41,90.36298,6.4556713,-3.936238
20049,-112.2355,25.6669,0.0,295.34286,101265.41,90.86298,5.637312,-3.1286209
20050,-111.9374,25.6852,0.0,297.96786,100215.41,69.62079,3.6402414,-1.2477616
20051,-111.6392,25.70243,0.0,298.33505,97215.41,67.3161,4.141218,-1.19991
20052,-111.3408,25.71858,0.0,300.3038,95477.91,42.55048,2.3345773,0.045207143
20053,-111.0423,25.73367,0.0,302.21005,100077.91,79.487976,2.3365304,0.04032433
20054,-110.7436,25.74768,0.0,302.21786,101127.91,79.24579,-0.6517508,2.2639573
20055,-110.4449,25.76063,0.0,302.21786,101127.91,79.24579,-0.79921174,2.7698166
20056,-110.146,25.77249,0.0,302.1163,101152.91,81.96454,-0.79335237,2.7707932
20057,-109.8471,25.78328,0.0078125,302.07724,101165.41,84.39423,-0.71034455,3.008098
20058,-109.548,25.793,0.015625,302.0616,101165.41,85.06611,-0.6361258,3.0110276
20059,-109.2489,25.80164,0.015625,302.97568,100640.41,73.362976,0.22422576,2.1038008
20060,-108.9496,25.8092,0.0,302.60068,99702.91,65.65204,-0.6654227,2.598918
20061,-108.6504,25.81569,0.0,302.6085,99502.91,71.987976,0.3716867,1.6897384
20062,-108.351,25.82109,0.0,303.41318,99302.91,67.8161,1.321882,1.1770431
20063,-108.0517,25.82542,0.0,303.03036,98390.41,64.362976,0.98985076,1.3586837
20064,-107.7523,25.82867,0.0,303.63193,93965.41,61.066105,1.0865304,0.84403527
20065,-107.4528,25.83084,0.0,297.9913,88490.41,72.02704,1.6558664,0.637004
20066,-107.1534,25.83194,0.0,295.7491,85640.41,73.1911,1.3648508,1.0305587
20067,-106.8539,25.83195,0.0,290.39755,78477.91,63.402042,1.8140695,0.996379
20068,-106.5545,25.83088,0.03125,290.39755,76077.91,63.402042,2.315046,1.3118087
20069,-106.2551,25.82874,0.28125,291.71005,76265.41,55.034855,2.3179758,1.3059493
20070,-105.9557,25.82552,0.8125,292.91318,77152.91,49.01923,0.931257,1.2512618
20071,-105.6563,25.82121,0.8984375,295.3116,79677.91,42.20673,-0.43007112,0.94071496
20072,-105.357,25.81583,0.5078125,299.46786,81890.41,33.136417,-0.4798758,0.93583214
20073,-105.0577,25.80937,1.328125,299.2335,81902.91,33.409855,-0.65565705,0.9973556
20074,-104.7585,25.80184,0.5859375,298.8585,81927.91,33.51923,-0.71327424,1.034465
20075,-104.4593,25.79322,0.484375,298.50693,82227.91,33.128605,-1.0365164,1.2092696
20076,-104.1603,25.78354,0.0546875,299.671,83077.91,31.659853,-1.2581961,1.4270431
20077,-103.8613,25.77277,0.015625,303.60068,85290.41,27.550478,-1.8509696,0.746379
20078,-103.5624,25.76093,0.0,303.60068,88140.41,27.550478,-2.1790946,1.2161056
20079,-103.2636,25.74801,0.0,303.06943,88165.41,29.284853,-2.9359305,-0.34737098
20080,-102.965,25.73403,0.0,302.296,88165.41,31.667665,-2.4828055,0.33133996
20081,-102.6665,25.71897,0.0,302.296,87790.41,31.667665,-2.546282,-0.42061317
20082,-102.3681,25.70284,0.0,301.07724,86965.41,33.64423,-2.546282,-0.4147538
20083,-102.0699,25.68563,0.0,301.09286,86765.41,34.948917,-2.3128836,0.85282433
20084,-101.7718,25.66736,0.0,301.4366,85952.91,33.683292,-2.2689383,0.47489464
20085,-101.4739,25.64802,0.0,299.50693,85502.91,42.120792,-3.3011649,-2.4157305
20086,-101.1762,25.62762,0.0,301.171,86315.41,47.058292,-2.7259696,-0.31905067
20087,-100.8787,25.60615,0.0,297.63193,84227.91,46.152042,-3.0501883,0.7834884
20088,-100.5813,25.58361,0.0,290.50693,82040.41,51.566105,-5.083391,4.2141523
20089,-100.2842,25.56002,0.0,300.4991,90240.41,61.45673,-0.56190705,1.8137618
20090,-99.98722,25.53536,0.0078125,304.20224,95440.41,58.659855,-4.2054615,1.5129806
20091,-99.69051,25.50965,0.015625,304.20224,98377.91,58.659855,-4.347063,2.725871
20092,-99.39403,25.48288,0.0,304.14755,99077.91,61.652042,-4.3412037,2.7356367
20093,-99.09779,25.45505,0.0,303.60068,99202.91,63.605167,-5.0892506,3.4758713
20094,-98.80179,25.42617,0.0,303.60068,99227.91,63.605167,-5.6624928,5.8723555
20095,-98.50606,25.39624,0.0,302.88193,99327.91,67.65204,-5.5316334,5.14384
20096,-98.21059,25.36526,0.0,303.28818,100540.41,70.90204,-4.53261,6.121379
20097,-97.91539,25.33323,0.0,303.1241,101340.41,74.4411,-3.9544852,6.503215
20098,-97.62048,25.30015,0.0,301.9835,101540.41,85.48798,-3.9290946,5.8205976
20377,-118.4876,25.3038,0.0,292.33505,101852.91,88.26923,3.8521554,-7.2770586
20378,-118.1938,25.34438,0.0,292.28036,101802.91,88.23798,4.003523,-7.130574
20379,-117.8997,25.38392,0.0,292.46005,101777.91,88.31611,4.0552807,-7.151082
20380,-117.6052,25.42243,0.0,292.65536,101765.41,87.6208,4.2281322,-7.0143633
20381,-117.3104,25.4599,0.0,292.6241,101740.41,87.86298,4.328718,-6.9157305
20382,-117.0153,25.49632,0.0,292.72568,101727.91,87.90205,4.3140697,-6.9225664
20383,-116.7198,25.53171,0.0,292.72568,101715.41,87.90205,4.380476,-6.822957
20384,-116.4241,25.56605,0.0,292.81943,101702.91,88.05048,4.449812,-6.7057695
20385,-116.128,25.59933,0.0,292.85068,101640.41,88.36298,4.4351635,-6.7145586
20386,-115.8317,25.63157,0.0,292.85068,101627.91,88.36298,4.521101,-6.6608477
20387,-115.535,25.66275,0.0,292.90536,101627.91,88.30048,4.983015,-6.612996
20388,-115.2382,25.69288,0.0,292.91318,101590.41,88.4958,4.684187,-6.6764727
20389,-114.941,25.72195,0.0,292.8116,101590.41,88.72236,5.0289135,-6.724324
20390,-114.6436,25.74997,0.0,292.88974,101565.41,88.98798,6.156843,-6.60616
20391,-114.346,25.77692,0.0,292.82724,101515.41,89.26142,5.563093,-6.73409
20392,-114.0481,25.8028,0.0,293.0538,101515.41,89.60517,6.2896557,-6.5446367
20393,-113.75,25.82763,0.0,293.21786,101452.91,89.9958,7.340437,-5.006551
20394,-113.4517,25.85139,0.0,293.46005,101415.41,90.30048,6.942976,-5.9352617
20395,-113.1531,25.87407,0.0,294.27255,101415.41,90.16767,6.791609,-4.0114336
20396,-112.8544,25.89569,0.0,294.4288,101377.91,89.88642,6.2046947,-3.4557693
20397,-112.5555,25.91624,0.0,295.19443,101365.41,90.2458,4.338484,-0.894246
20398,-112.2564,25.93572,0.0,298.0538,100815.41,68.82391,4.3375072,-0.90498817
20399,-111.9572,25.95412,0.0,298.0538,98465.41,68.82391,2.5084054,0.7444259
20400,-111.6578,25.97145,0.0,300.421,95740.41,45.92548,-0.5081961,1.8567306
20401,-111.3582,25.9877,0.0,304.28036,97227.91,43.511417,-0.5033133,1.8567306
20402,-111.0585,26.00287,0.0,304.28036,100315.41,43.511417,-0.97889924,3.016887
20403,-110.7587,26.01696,0.0,302.20224,101127.91,81.40985,-1.749407,2.7170823
20404,-110.4587,26.02998,0.0,302.13974,101140.41,81.737976,-0.8451102,3.0832932
20405,-110.1587,26.04191,0.0,302.08505,101152.91,84.12861,-0.5794852,2.9758713
20406,-109.8585,26.05277,0.0234375,302.07724,101165.41,84.39423,-0.7513602,3.0354416
20407,-109.5582,26.06254,0.0390625,302.09286,101165.41,86.55048,-0.31386018,2.806926
20408,-109.2579,26.07123,0.015625,303.13193,100352.91,68.831726,-0.22499299,2.6741135
20409,-108.9575,26.07883,0.0078125,302.60068,99277.91,65.65204,0.47520232,2.1975508
20410,-108.657,26.08536,0.0,303.13974,99002.91,64.30829,0.22422576,1.89384
20411,-108.3565,26.09079,0.0,302.3116,97665.41,64.26141,0.23008513,1.89384
20412,-108.0559,26.09515,0.0,302.3116,94315.41,64.26141,0.51621795,1.1545821
20413,-107.7553,26.09842,0.0,297.7413,89240.41,72.40985,0.81602263,0.7961837
20414,-107.4547,26.1006,0.0,295.58505,86252.91,72.956726,0.81602263,0.7942306
20415,-107.154,26.1017,0.0,295.58505,82277.91,72.956726,1.2935617,0.73466027
20416,-106.8533,26.10171,0.0078125,289.91318,76752.91,66.55829,2.2984445,1.3118087
20417,-106.5527,26.10064,0.0703125,289.09286,75465.41,58.620792,2.0816476,1.5979415
20418,-106.2521,26.09848,0.3046875,290.50693,74740.41,53.64423,2.1226633,1.378215
20419,-105.9515,26.09524,0.6796875,292.91318,76952.91,49.01923,-0.23280549,1.1614181
20420,-105.6509,26.09091,0.5859375,297.6085,80752.91,37.86298,1.4605539,1.2288009
20421,-105.3503,26.0855,2.2890625,299.2413,81902.91,34.652042,-0.4798758,0.93583214
20422,-105.0499,26.07901,3.03125,299.2335,81915.41,33.409855,-1.233782,1.2395431
20423,-104.7495,26.07143,3.859375,298.39755,82027.91,34.472355,-1.999407,0.23856652
20424,-104.4491,26.06276,1.5703125,301.3741,84277.91,30.144228,-1.9984305,0.24344933
20425,-104.1489,26.05302,0.4375,301.3741,85977.91,30.144228,-2.2210867,1.1321212
20426,-103.8487,26.04219,0.078125,303.81943,88165.41,27.386415,-2.184954,1.2170821
20427,-103.5486,26.03028,0.0,303.58505,88165.41,28.253603,-2.1830008,1.2239181
20428,-103.2487,26.01729,0.0,301.75693,87665.41,33.136417,-2.5023367,-0.43721473
20429,-102.9488,26.00323,0.0,302.47568,88090.41,31.753603,-3.5892506,0.8274337
20430,-102.6491,25.98808,0.0,302.20224,88190.41,32.667667,-2.3314383,-0.56709754
20431,-102.3496,25.97186,0.0,301.83505,87927.91,34.51923,-2.499407,0.82645714
20432,-102.0501,25.95456,0.0,301.09286,86527.91,34.948917,-2.3392508,-0.55928504
20433,-101.7509,25.93618,0.0,299.21005,85290.41,42.527042,-3.4720633,-0.18330848
20434,-101.4518,25.91673,0.0,300.8585,87327.91,47.816105,-3.3011649,-2.4157305
20435,-101.1529,25.89621,0.0546875,301.171,89315.41,47.058292,-2.5970633,-1.8424882
20436,-100.8542,25.87461,0.1640625,302.01474,89415.41,50.98798,-3.9515555,-1.028035
20437,-100.5556,25.85195,0.0,301.00693,90440.41,59.01923,-3.9554617,-1.019246
20438,-100.2573,25.82822,0.0,301.00693,93077.91,59.01923,-5.199602,4.138957
20439,-99.9592,25.80342,0.0,301.94443,94877.91,60.714542,-4.1449146,2.8743086
20440,-99.66132,25.77756,0.046875,304.44443,97590.41,60.597355,-4.1390553,2.8830976
20441,-99.36366,25.75064,0.0234375,304.1163,99202.91,60.972355,-4.173235,2.5891523
20442,-99.06626,25.72265,0.0,303.85068,99215.41,62.261417,-5.324602,4.8772383
20443,-98.7691,25.69361,0.0,303.6241,99252.91,63.159855,-4.6361256,3.4846604
20444,-98.47221,25.6635,0.0,303.3741,99827.91,68.30829,-5.5296803,5.1448164
20445,-98.17558,25.63235,0.0,303.28818,100740.41,70.90204,-4.296282,6.1887617
20446,-97.87923,25.60013,0.0,303.75693,101340.41,70.59735,-3.9330008,6.5237226
20447,-97.58318,25.56687,0.0,302.8116,101540.41,78.425476,-3.919329,6.5305586
20448,-97.28741,25.53256,0.0,301.83505,101552.91,87.04267,-3.7845633,6.0237226
20449,-96.99196,25.4972,0.0,301.96005,101602.91,86.8083,-3.7347586,5.8791914
20450,-96.69682,25.4608,0.0,302.15536,101602.91,86.23798,-3.7201102,5.8879805
20451,-96.40199,25.42336,0.0,302.20224,101615.41,87.35517,-3.5980399,5.366496
20452,-96.10751,25.38488,0.0,302.21005,101640.41,86.58955,-3.693743,5.387004
20453,-95.81335,25.34536,0.0,302.28818,101652.91,86.73798,-3.5716727,4.993449
20454,-95.51955,25.30481,0.0,302.27255,101652.91,86.91767,-3.584368,4.710246
20720,-120.2949,25.30295,0.0,291.77255,102002.91,87.94111,2.7398508,-7.475301
20721,-120.0023,25.34993,0.0,291.88193,101990.41,87.92548,3.4419992,-7.412801
20722,-119.7093,25.39589,0.0,291.8038,101965.41,88.04267,3.7359445,-7.371785
20723,-119.4158,25.44083,0.0,291.88193,101940.41,88.09736,3.3394601,-7.4626055
20724,-119.122,25.48474,0.0,291.94443,101890.41,88.44111,3.9771554,-7.26534
20725,-118.8278,25.52762,0.0,291.94443,101852.91,88.44111,4.208601,-7.1169024
20726,-118.5333,25.56946,0.0,292.08505,101852.91,88.56611,4.1919994,-7.126668
20727,-118.2383,25.61027,0.0,292.2335,101827.91,88.4333,4.387312,-6.970418
20728,-117.9431,25.65004,0.0,292.2335,101777.91,88.4333,4.507429,-6.840535
20729,-117.6474,25.68876,0.0,292.46786,101765.41,88.12861,4.4927807,-6.8483477
20730,-117.3515,25.72645,0.0,292.44443,101740.41,88.16767,4.56114,-6.753621
20731,-117.0552,25.76308,0.0,292.60068,101740.41,87.69892,4.6119213,-6.6295977
20732,-116.7586,25.79866,0.0,292.671,101727.91,88.03486,4.697859,-6.6169024
20733,-116.4617,25.8332,0.0,292.63193,101640.41,88.38642,4.652937,-6.5563555
20734,-116.1645,25.86667,0.0,292.75693,101640.41,88.23017,4.715437,-6.5133867
20735,-115.867,25.8991,0.0,292.78818,101627.91,88.53486,4.762312,-6.474324
20736,-115.5692,25.93046,0.0,292.71786,101627.91,88.38642,4.9839916,-6.611043
20737,-115.2711,25.96076,0.0,292.8116,101602.91,88.73798,4.885359,-6.5290117
20738,-114.9728,25.99,0.0,292.71005,101590.41,88.54267,5.2476635,-6.644246
20739,-114.6742,26.01817,0.0,292.71005,101552.91,89.09736,6.1607494,-6.602254
20740,-114.3754,26.04527,0.0,292.8585,101515.41,89.80048,5.8775463,-6.6901445
20741,-114.0764,26.07131,0.0,292.8585,101515.41,89.80048,6.7164135,-6.3669024
20742,-113.7771,26.09627,0.0,293.296,101452.91,89.90986,6.7007885,-6.381551
20743,-113.4776,26.12017,0.0,294.03036,101415.41,89.38642,7.402937,-5.2487383
20744,-113.1779,26.14299,0.0,294.03036,101390.41,89.38642,6.891218,-3.94991
20745,-112.878,26.16473,0.0,294.96786,101377.91,89.94111,6.880476,-3.9665115
20746,-112.5779,26.18539,0.0,297.63974,100665.41,65.675476,6.4078197,-3.6725662
20747,-112.2776,26.20498,0.0,298.02255,98615.41,67.24579,4.300398,-0.8961991
20748,-111.9771,26.22349,0.0,300.28036,95365.41,45.073917,0.8140695,0.3772384
20749,-111.6765,26.24092,0.0,300.8116,94577.91,37.870792,2.462507,0.7336837
20750,-111.3758,26.25726,0.0,302.01474,97840.41,40.89423,-1.8568289,2.1682541
20751,-111.0749,26.27252,0.0,302.15536,101127.91,84.4958,-1.6410086,2.7834885
20752,-110.7738,26.28669,0.0,302.14755,101140.41,84.44111,-1.7503836,2.7170823
20753,-110.4727,26.29978,0.0,302.16318,101152.91,82.40204,-1.0755789,2.9866135
20754,-110.1714,26.31179,0.0078125,302.1085,101165.41,84.2458,-0.5404227,2.596965
20755,-109.87,26.3227,0.03125,302.07724,101177.91,85.92548,-0.75428987,3.0354416
20756,-109.5685,26.33253,0.03125,302.0616,101165.41,88.06611,0.035749197,2.0813398
20757,-109.267,26.34127,0.03125,302.0616,100365.41,88.06611,0.30528045,1.9055587
20758,-108.9654,26.34892,0.0390625,303.63974,99077.91,61.847355,0.30821013,1.9045821
20759,-108.6637,26.35548,0.0078125,303.2335,98377.91,62.83173,0.62852263,1.7600509
20760,-108.3619,26.36095,0.0,303.2335,96227.91,62.83173,0.13633513,0.77665246
20761,-108.0602,26.36533,0.0,297.38974,90352.91,73.18329,0.75547576,1.3225509
20762,-107.7583,26.36861,0.0,292.5538,85177.91,73.57391,1.2535226,1.0422775
20763,-107.4565,26.37081,0.0,295.4835,83277.91,72.206726,1.9820383,1.3635665
20764,-107.1546,26.37192,0.0,292.52255,79952.91,70.425476,2.0777414,1.4055587
20765,-106.8528,26.37193,0.015625,290.51474,77152.91,64.05829,2.2984445,1.3118087
20766,-106.5509,26.37085,0.09375,290.8585,76577.91,61.76923,2.5220773,1.3137618
20767,-106.249,26.36868,0.265625,291.57724,75852.91,56.159855,2.0289133,1.2385665
20768,-105.9472,26.36542,0.4453125,292.88974,76665.41,47.152042,-0.23280549,1.1614181
20769,-105.6454,26.36107,0.6640625,299.21005,80477.91,35.316105,-0.027727365,1.4465743
20770,-105.3437,26.35563,1.5859375,299.21005,81915.41,35.316105,-1.2005789,1.2512618
20771,-105.042,26.34909,4.2734375,298.81943,81927.91,34.80048,-1.1976492,1.2522384
20772,-104.7404,26.34147,4.3984375,301.47568,84027.91,30.597353,-1.2552664,1.3440353
20773,-104.4388,26.33276,2.96875,301.47568,85777.91,30.597353,-2.0970633,0.30985558
20774,-104.1374,26.32296,0.3046875,303.91318,87852.91,27.542665,-2.327532,0.27860558
20775,-103.836,26.31207,0.0546875,303.70224,88165.41,29.144228,-2.1341727,0.8098556
20776,-103.5347,26.30009,0.0,303.71005,87565.41,28.43329,-2.209368,1.1555587
20777,-103.2335,26.28703,0.0,301.75693,86765.41,33.136417,-3.3578055,0.4084884
20778,-102.9325,26.27288,0.0,300.9913,87090.41,36.870792,-3.5892506,0.8274337
20779,-102.6316,26.25764,0.0,301.296,88115.41,38.917667,-2.4915946,-1.0006913
20780,-102.3308,26.24133,0.0,301.296,87927.91,38.917667,-3.7269459,1.4905196
20781,-102.0302,26.22393,0.0,298.9288,85490.41,41.964542,-2.3392508,-0.5583085
20782,-101.7298,26.20545,0.0,298.31943,84990.41,48.620792,-3.8509696,-0.59248817
20783,-101.4295,26.18589,0.0078125,298.31943,87115.41,48.620792,-4.1410084,-1.128621
20784,-101.1294,26.16525,0.046875,302.0538,90677.91,50.120792,-4.1410084,-1.1188554
20785,-100.8295,26.14353,0.046875,300.88193,91315.41,56.034855,-5.599016,2.038371
20786,-100.5297,26.12074,0.0,300.88193,91577.91,56.034855,-3.8070242,3.313762
20787,-100.2302,26.09687,0.0,301.4913,93177.91,59.98798,-5.2015553,4.770793
20788,-99.93095,26.07193,0.0,301.10068,93902.91,60.698917,-5.3841734,4.67509
20789,-99.63189,26.04592,0.0,301.60068,96777.91,61.58173,-5.3167896,5.659465
20790,-99.33306,26.01884,0.0,304.1163,99315.41,60.972355,-4.916399,5.0637617
20791,-99.03448,25.9907,0.0,304.63193,99740.41,59.792667,-5.3236256,4.880168
20792,-98.73615,25.96148,0.0,303.9835,99752.91,65.02704,-5.048235,3.9368088
20793,-98.43809,25.93121,0.0,303.9835,100340.41,65.02704,-5.3548756,5.9954023
20794,-98.1403,25.89988,0.0,304.171,101127.91,67.54266,-4.2943287,6.1897383
20795,-97.84279,25.86748,0.0,303.75693,101327.91,71.90204,-4.3880787,5.656535
20796,-97.54558,25.83403,0.0,303.75693,101515.41,71.90204,-3.367571,4.598918
20797,-97.24866,25.79952,0.0078125,302.9366,101565.41,78.8161,-4.0296803,5.630168
20798,-96.95205,25.76396,0.0234375,302.046,101602.91,87.32392,-3.5785086,5.290324
20799,-96.65576,25.72735,0.0234375,302.03036,101602.91,87.98798,-3.8011649,5.837199
20800,-96.35979,25.6897,0.015625,302.20224,101627.91,87.35517,-3.8285086,4.965129
20801,-96.06416,25.651,0.0,302.2335,101652.91,87.62861,-3.6908133,5.387004
20802,-95.76888,25.61126,0.0,302.2491,101652.91,86.9958,-3.7611258,4.717082
20803,-95.47395,25.57047,0.0,302.27255,101677.91,87.27705,-3.6859305,4.489543
20804,-95.17937,25.52865,0.0,302.27255,101690.41,86.79267,-3.624407,4.7454023
20805,-94.88517,25.4858,0.0078125,302.28036,101690.41,85.27705,-3.5853446,4.1897383
20806,-94.59135,25.44192,0.0078125,302.28036,101715.41,85.27705,-3.5208914,3.7698166
20807,-94.2979,25.39701,0.0078125,302.28818,101727.91,83.38641,-3.5111258,3.7776291
20808,-94.00486,25.35107,0.046875,302.3038,101740.41,83.05829,-3.4876883,3.258098
20809,-93.71222,25.30411,0.0703125,302.296,101740.41,82.16766,-3.474993,2.7629807
21064,-121.81,25.31598,0.0,291.70224,102140.41,87.23798,2.1607492,-7.0358477
21065,-121.5184,25.36831,0.0,291.66318,102115.41,87.69111,2.4996164,-7.289754
21066,-121.2264,25.41964,0.0,291.7491,102090.41,87.97236,2.4947336,-7.1950274
21067,-120.9339,25.46996,0.0,291.64755,102077.91,87.9333,2.8384836,-7.314168
21068,-120.641,25.51925,0.0,291.64755,102052.91,87.96455,2.821882,-7.3200274
21069,-120.3477,25.56753,0.0,291.77255,102002.91,87.94111,3.158796,-7.365926
21070,-120.0539,25.61478,0.0,291.6788,101990.41,88.0583,3.4634836,-7.3669024
21071,-119.7598,25.661,0.0,291.71786,101965.41,87.96455,3.444929,-7.3756914
21072,-119.4652,25.70619,0.0,291.71786,101927.91,87.96455,3.7564523,-7.376668
21073,-119.1703,25.75035,0.0,291.8116,101915.41,87.80048,4.031843,-7.312215
21074,-118.875,25.79347,0.0,291.88974,101852.91,88.39423,4.016218,-7.319051
21075,-118.5793,25.83555,0.0,291.88193,101840.41,88.45673,4.2525463,-7.16866
